id,etiqueta,bytes,url
1Vq9jED6IP3WmIID3M6-envBXr24zjlJg,Resultados Adultos Mayores,53742,https://drive.google.com/uc?export=download&id=1Vq9jED6IP3WmIID3M6-envBXr24zjlJg
1QzcPHEZhGlx3m_3OSsCsbipPDIVZeRUz,Resultados Migrantes,53085,https://drive.google.com/uc?export=download&id=1QzcPHEZhGlx3m_3OSsCsbipPDIVZeRUz
1C8bO3X5sh1aielnoEZiuy41XqoiVtu5S,(sin etiqueta visible),51714,https://drive.google.com/uc?export=download&id=1C8bO3X5sh1aielnoEZiuy41XqoiVtu5S
1jWHHZ89nARuYnXfNgB0qny4lAENME7N3,Resultados PPL y Personas Indígenas,51693,https://drive.google.com/uc?export=download&id=1jWHHZ89nARuYnXfNgB0qny4lAENME7N3
1SvEYLgr0TgBPQoeqUdoYhzgU-ZPu4uhq,Resultados Prevención de la Violencia,50802,https://drive.google.com/uc?export=download&id=1SvEYLgr0TgBPQoeqUdoYhzgU-ZPu4uhq
1Y1EEG8OlFwXPxTGY6lHwc_P4kLVRF3Og,Resultados Instituciones Asistenciales,49347,https://drive.google.com/uc?export=download&id=1Y1EEG8OlFwXPxTGY6lHwc_P4kLVRF3Og
1DBKswmKwZTXgw_SJNpvgczPmaddO-9Ow,Resultados Inclusión Productiva Personas con Discapacidad,48622,https://drive.google.com/uc?export=download&id=1DBKswmKwZTXgw_SJNpvgczPmaddO-9Ow
16dhnm8jjY9b-oas_PpchH676BtGfrS8Y,Resultados Desarrollo Integral de Personas Migrantes,47925,https://drive.google.com/uc?export=download&id=16dhnm8jjY9b-oas_PpchH676BtGfrS8Y
1f_UlQMkIolhJFhFc8V2LFnipGDG9jfLf,Resultados Desarrollo Integral de Indígenas,47853,https://drive.google.com/uc?export=download&id=1f_UlQMkIolhJFhFc8V2LFnipGDG9jfLf
1yQ94VZFQN0EliKNx-3WHFGC0fgR2nKgN,Resultados Desarrollo Integral de Personas Indígenas y Migrantes,47350,https://drive.google.com/uc?export=download&id=1yQ94VZFQN0EliKNx-3WHFGC0fgR2nKgN
1P1pxkHUpGueMk7KxIEcGCu_tZ_1IlAsp,Resultados Personas con Discapacidad,45044,https://drive.google.com/uc?export=download&id=1P1pxkHUpGueMk7KxIEcGCu_tZ_1IlAsp
1C65dGzYEDP4ND3FuGe45I1nq5ckzq2S7,Resultados Desarrollo Integral Personas Indígenas,43445,https://drive.google.com/uc?export=download&id=1C65dGzYEDP4ND3FuGe45I1nq5ckzq2S7
1pn2QGGOCKnfjb9VBhsacAygQGSOn2lvx,Resultados Protección Social,37969,https://drive.google.com/uc?export=download&id=1pn2QGGOCKnfjb9VBhsacAygQGSOn2lvx
1Zxt5JvfqSd9OixJfBcoWNw-Be7G9ezSf,Resultados de Convocatoria,37244,https://drive.google.com/uc?export=download&id=1Zxt5JvfqSd9OixJfBcoWNw-Be7G9ezSf
1p-pQvdJSyXgEbpZoYN0TtCu1ptnMP-rK,Resultados Inclusión Social y No Discriminación,33416,https://drive.google.com/uc?export=download&id=1p-pQvdJSyXgEbpZoYN0TtCu1ptnMP-rK
1UlanRcQ6zGjlwe8ChJ9NRZKysIQqVPC7,Resultados Protección Social,32036,https://drive.google.com/uc?export=download&id=1UlanRcQ6zGjlwe8ChJ9NRZKysIQqVPC7
1ACqBtxUQZB_DUF7zyXNJlu1E1dERYRHD,Resultados Inclusión Prioritaria,30554,https://drive.google.com/uc?export=download&id=1ACqBtxUQZB_DUF7zyXNJlu1E1dERYRHD
1yvbfTBJMysdYRqfM6lwd6RTCcUdLf7L0,Resultados de Convocatoria,30436,https://drive.google.com/uc?export=download&id=1yvbfTBJMysdYRqfM6lwd6RTCcUdLf7L0
137_OWzpMXXV0SSrNqOB75z4xS4sk3Rzh,Resultados Primera Infancia,26114,https://drive.google.com/uc?export=download&id=137_OWzpMXXV0SSrNqOB75z4xS4sk3Rzh
1U9-50XDaE7Sud_hTniV9SUewz76Ih9xO,Resultados Fortalecimiento,25880,https://drive.google.com/uc?export=download&id=1U9-50XDaE7Sud_hTniV9SUewz76Ih9xO
1tANePrEGon3zgyaiZWBxj-Zh6KahgmB8,Resultados Mujeres,25707,https://drive.google.com/uc?export=download&id=1tANePrEGon3zgyaiZWBxj-Zh6KahgmB8
1H6v7xf-pogXUYidVYceFncbMs3-rmqSJ,"Resultados Atención de Indígenas, Jóvenes y Migrantes",24928,https://drive.google.com/uc?export=download&id=1H6v7xf-pogXUYidVYceFncbMs3-rmqSJ
1_ABeczQpFQeCMDsDAPV8aO6NA241Ubad,Resultados Desarrollo Comunitario Integral,24437,https://drive.google.com/uc?export=download&id=1_ABeczQpFQeCMDsDAPV8aO6NA241Ubad
1z9vlEMPuhGdgRMELjcwNvOKOLOpWNe5I,Resultados Prevención Social,23483,https://drive.google.com/uc?export=download&id=1z9vlEMPuhGdgRMELjcwNvOKOLOpWNe5I
1u8AMqQPG3cS8QHyi7ct61Xg2Nb55sdrL,Resultados Personas con Discapacidad,20921,https://drive.google.com/uc?export=download&id=1u8AMqQPG3cS8QHyi7ct61Xg2Nb55sdrL
1FR8I-37vO3IT_92cYdNdmpggsaPkul7l,Resultados Primera Infancia,20757,https://drive.google.com/uc?export=download&id=1FR8I-37vO3IT_92cYdNdmpggsaPkul7l
1SJtF3f7b1KmSBwWYff2SwIWg58-C6ejJ,Resultados Familias con Futuro,17091,https://drive.google.com/uc?export=download&id=1SJtF3f7b1KmSBwWYff2SwIWg58-C6ejJ
1sjJkkRAbwyv_PA31pCuXtno772bSD9mE,(sin etiqueta visible),2478,https://drive.google.com/uc?export=download&id=1sjJkkRAbwyv_PA31pCuXtno772bSD9mE
1KVXpxKWgGYKDSaJtUZe0uobFY9tKs-Us,(sin etiqueta visible),2471,https://drive.google.com/uc?export=download&id=1KVXpxKWgGYKDSaJtUZe0uobFY9tKs-Us
18yxHuTDAQUcUvHwJyKFucta08ZZDPw3n,(sin etiqueta visible),2464,https://drive.google.com/uc?export=download&id=18yxHuTDAQUcUvHwJyKFucta08ZZDPw3n
1Ha_4Tgf-vHv5sq6f9P0aauuhHMZLa9v2,(sin etiqueta visible),2461,https://drive.google.com/uc?export=download&id=1Ha_4Tgf-vHv5sq6f9P0aauuhHMZLa9v2
1-fFrHcX_pidS7PWlhs7mgc6vhht4KDV1,(sin etiqueta visible),2456,https://drive.google.com/uc?export=download&id=1-fFrHcX_pidS7PWlhs7mgc6vhht4KDV1
1sAPjtkWJkesdaa-g8BsgWSTW1wFEcCUJ,Social 2025,1652,https://drive.google.com/uc?export=download&id=1sAPjtkWJkesdaa-g8BsgWSTW1wFEcCUJ
1-QTGYZ3rdQ3MhiayBoQm45DX93Pjn7gf,Resultados Personas con Discapacidad,0,https://drive.google.com/uc?export=download&id=1-QTGYZ3rdQ3MhiayBoQm45DX93Pjn7gf
